CN3	AS2	NEC2	BRC	UPRC1	NEC3	NEC1	IN	GPC	NEC4	AS3	OPC/OL	Inter	Neuron	AS1	CBC	CN1	CN2	PGC2	CN5	ME	CN4	PGC1	UPRC2
SULF1	0.0159264006239006	0.173737707863421	0.0639963534751426	0.49454193311308	0.0364916423453846	0.111224067224263	0.057141607119904	0.0416057092437257	0.0783345555864013	0.097070373265073	0.100447575807381	0.0982883667212821	0.115532494023573	0.0238804762769341	0.0628360307433505	0.775151683514151	0.0244409419526932	0.0279566207267427	0.326057888651419	0.0451682065976418	0.168743978697211	0.023248433745235	0.440372230842582	0.0739173706022338
PTH2	0.113966863575104	0.00775241406828215	0.0128350462659248	0.00902557938418788	0.0921193239538836	0.0119322504392269	0.0171270713294051	0.048599733649735	0.0144841529085583	0.0224377105608006	0.0145017707773981	0.0187091214328316	0.0680218415225329	0.0507000827470904	0.00534722409419894	0.00834787996938801	0.109203521831362	0.203347244301328	0.0117290681648368	0.10782754209875	0.0510643063457464	0.119444856815476	0.000777176543424176	0.00891001850674774
RARRES1	0.00651196369561013	0.0317675118155755	0.0655994021153014	0.0197433986111924	0.0090604015791954	0.031288463777673	0.0318810532087954	0.00844983503787873	0.0289231105310816	0.0573464263837169	0.0251418738645331	0.013539879805825	0.0232652095585548	0.0154135147850042	0.0442371957352087	0.011997287420978	0.00952126424030051	0.00565029794672825	0.0652219540710807	0.0143687501995319	0.0101705823184404	0.00522545421942412	0.152689857944188	0.383093535776813
PLA2G16	0.0828510296777964	1.02397952818043	0.452685195694949	0.826542501662769	0.317817662030331	0.640646170257975	0.503582474467763	0.106348907295855	0.765959181837845	0.526455756232657	0.745236842382846	0.440256236137063	0.390541806208925	0.240966668126017	1.09859713056302	0.878213482785107	0.0777113927890343	0.0671834215517781	0.596862820259422	0.22873348729918	0.348972760704272	0.121013552802296	0.642841728710035	0.573111439282984
PCDH17	0.32559649198649	0.127299418524975	0.154761578551213	0.119786657250945	0.188034558645197	0.151895097207115	0.206508105232655	0.283096937438643	0.181352379827378	0.128857744947365	0.150548286943201	0.180300493564917	0.293668066016485	0.214087000081842	0.181273828464479	0.148322920675591	0.802984172541273	0.495694785222453	0.227190920739362	0.308553340431109	0.177158999093854	0.322704088522848	0.251533743162333	0.102530020139024
TNMD	0.0199381005607398	0.0173631653570223	0.0081988626481899	0.00806868015295202	0.00432228189083052	0.00344273157255175	0.00700274676708298	0.00542269324259217	0.00405551622447219	0.00944239235671817	0.0055039514720433	0.00931674480587292	0.0144209894135614	3.23380651565518e-05	0.000139674161113026	0.00137704103071353	0.0073040228916553	0.0154339272681665	0.0179604897121154	0.00776469141303637	0.0311802025246341	0.00569032069760347	0.0642868318745939	0.0237775368881434
ALDOA	1.55619317596976	2.15428535140747	1.62286724763757	2.32279411395665	2.62655693708351	1.85223052925728	1.50998647095497	1.69579940158244	2.85264824958573	1.89678646429589	2.05541949055341	1.78944705041785	1.90461108540501	1.51913026308059	2.09655792420233	2.34750354375031	1.50319939904342	1.57666419997699	2.23876912466362	1.91155109064755	2.22733578541399	1.99530627150658	2.33535951639138	2.53617870764669
CLDN4	0.00688369794675863	0.0405136067316541	0.0121725877652585	0.155159440638044	0.032785486414865	0.0194302927638374	0.00694851221844443	0.00893253860805685	0.044618042495734	0.0249359083809488	0.0189285273631016	0.0223754435075418	0.0316921960663993	0.00723660304406739	0.0132496576769423	0.274500511673041	0.00557576655916762	0.00714871777687625	0.0577854616158352	0.00964591882223665	0.0480353962482169	0.00689893669725364	0.0601652778374476	1.08895713971588
ENO1	1.28267864600716	1.99374956558079	2.10962750467353	1.55253579008158	2.02027270681414	2.05306722814081	2.12004016224686	1.33213332279449	2.63453737948545	2.11223983000938	2.18134932344866	1.75852061455346	1.70434250176721	1.45873256300477	2.23713564439226	1.30632061154866	1.21909746582422	1.2265316827694	2.00322535469896	1.58268396623634	1.67941655875782	1.71071077224811	1.92474762094877	1.95684407199701
KIFC1	0.0183997241040382	0.0359077086790276	0.787891230374929	0.0130420746794067	0.0183849125567529	0.25263642757061	0.9884358587501	0.0186689919046868	0.0223615574097746	0.292284950436449	0.0348346364704742	0.030317881657276	0.0476026904177527	0.0140261155725617	0.0232593904971033	0.0238654434325419	0.0169073706944166	0.0117976905893758	0.0395040588629461	0.0391580234910087	0.0270907278388045	0.0139365023497307	0.0186181649175872	0.0430698537234928
HSBP1	1.9319530230208	2.04118878805691	1.80906082035138	2.11949755628482	1.77889884650044	2.01092139075253	1.78024260553504	1.93191569433077	1.87723750440822	1.85747256606471	1.91631127760475	1.86450110725315	1.96810013499935	1.77170354995027	1.95517188676324	2.53285019911867	1.86476763880509	1.94760435371496	2.08971582926236	2.07843000127721	1.99297661207719	1.9555041378726	1.92392383841606	1.82018464507784
NEUROG2	0.273741517994672	0.0280683583921339	0.0928511064034752	0.0246048468937825	0.103656192391725	0.0866710242254833	0.0566538052593856	0.0898407400411231	0.0301506043078808	0.0800516218385958	0.0797042604461147	0.242959520808185	0.113771811717618	0.382445995271921	0.0168490450772528	0.0168913197551201	0.240203377202361	0.136911455247874	0.060490348536133	0.19057782592339	0.0345287829206886	0.178981494944371	0.0270273783153146	5.37830244962523e-05
ELF3	0.0161074454607164	0.0227621107531971	0.00503587926303823	0.0194410098488804	0.0273813453575382	0.00462717422887797	0.00408301764556854	0.0126462718463689	0.0226596454232283	0.00807233065852342	0.011908478810364	0.0126684232113692	0.0202655465000078	0.0139721249905155	0.0120263648697825	0.0534146915903506	0.0107807717925246	0.00809273063537195	0.039033097504869	0.0104285234870279	0.037167320001857	0.0259614500832752	0.060378124038552	0.715027973657744
VGF	0.711968021956619	0.0830174038603882	0.0638284724136023	0.083977843394692	0.564516972856285	0.0738414713791911	0.0250602810513926	0.579561572247781	0.124492223633588	0.0966671681066161	0.0857159685907529	0.111802781677425	0.424431691601815	0.243338746944725	0.0461605299382177	0.0352489504793714	0.728634285456492	1.02246826688807	0.117753393069595	0.89969060284674	0.467387862335743	0.625399900124644	0.0996321516645935	0.171051834410784
CTHRC1	0.0245414379869784	0.073978965518176	0.138372887603765	0.0625050966821723	0.0295958422463718	0.0564462344912779	0.077597596850359	0.0286784204426735	0.0476646913274896	0.0816514381206605	0.0494295434553515	0.0378521431163364	0.0536490416035698	0.0440485337547972	0.0585449096738363	0.0783609681675332	0.0245978029724922	0.041119338396976	0.0719215875545366	0.03168175517893	0.0524243965115062	0.0222496976568631	0.159285652657592	0.0496212127981686
FAM216B	0.00321085084942884	0.0359418390211601	0.0074643669444531	0.149511955699152	0.0113130137578662	0.0159769275913455	0.00166990026957992	0.00285441658928216	0.00717886998681529	0.0178178657917092	0.0110283056610618	0.0100983148858399	0.0177474304185732	0.00171139996337601	0.0103789068950568	0.868917053783682	0.0044561021171252	0.00198260657796761	0.0241466482858243	0.0117575207790195	-0.0018379032056705	0.0067487520997036	0.0175858220655042	-0.00335554224048841
PSAP	1.83582437225715	2.22704774865171	2.02980949473205	2.04383345842928	1.85609391099788	2.05666033876662	1.7693600521768	1.94463975509582	2.35635686579763	1.99153145363606	2.22755661362158	2.34087140506901	2.02349404133989	2.10065791770964	2.39776758301868	1.92049436772311	1.65200389825285	1.79320970278211	2.23821815999885	1.80819593395002	1.88394100776974	1.88106805794987	2.21858808270377	1.78193907084613
ISG15	0.343621729850877	0.657245933999655	0.537113759715474	0.405388370149722	0.515839946520195	0.504052701848015	0.448350455292441	0.337719668726126	0.606695834554978	0.574011893020583	0.697419931646225	0.508310258275694	0.435593785418107	0.36674902047002	0.708230971477384	0.290157255900989	0.275778017336423	0.262571628183935	0.524390371837691	0.439726113098383	0.385265951506841	0.368696177965719	0.629091611535987	0.432551752067277
CDKN1C	0.167799937459677	0.287824571938666	0.135577270352268	0.55741455540262	0.324555714417711	0.230833719181733	0.200425077278967	0.264199375219609	0.348768391366393	0.186122747940173	0.204420386386422	0.514775257895152	0.344222371528676	0.282126641676818	0.143483348632634	0.475817952420936	0.12937158019192	0.173490630704646	0.704595274517654	0.201120060426146	0.714451991491359	0.25767884026791	0.661534491897617	0.353243842910182
HSD17B2	0.0106125610817683	0.107384266551205	0.050833823257724	0.458713352278449	0.0267936516603567	0.121622621594135	0.111008164157662	0.00919983459424486	0.0570976985708255	0.086327646923691	0.0565269516743234	0.0356743088338961	0.0655773254869342	0.0122220696137232	0.0280164754736167	0.318068243220163	0.0100634006811823	0.00565253353379064	0.182196553634275	0.0248148922566212	0.0525191339411306	0.0132309319629273	0.135592030628275	0.349801304079843
MAB21L2	0.131188744138773	0.0542604997813821	0.0734804082107058	0.0619925709430707	0.0752093891586247	0.0880921842113603	0.0434036016889493	0.141662819431856	0.0574483086632962	0.094245070887827	0.114820519865678	0.157129058215253	0.11219595999179	0.19067407581027	0.128034738870854	0.0229791608486545	0.0953115795369907	0.221125845775441	0.0719061935063261	0.105835252887571	0.0619055003427981	0.149964537568238	0.233326547872672	0.0310895589463467
PMP22	0.0636401318718882	0.528000690438161	0.396406648444575	0.227075832818556	0.155152837787504	0.508972893713408	0.609500784235219	0.0729548730561813	0.329291302519236	0.411654290349048	0.431942406966062	0.354605051531828	0.259486164818848	0.0953421518058743	0.501491772569439	0.0994525412368974	0.0465559166540986	0.0419614925338489	0.54767554158153	0.0929729427106425	0.35893150616768	0.0701175839977829	0.670390211600273	0.184847174097516
MIAT	1.25944739635326	0.433206100329577	0.454636961095908	0.24014924270871	0.662941523851992	0.397839609430657	0.311458254277419	1.37141324538741	0.602439334655382	0.591334020799138	0.629501432544315	1.3612232944855	0.86805066502708	1.60830350909836	0.558971728715533	0.124943439724609	1.09628856694305	1.19382309292175	0.555102510501896	0.83831803878725	0.638816688238265	1.22887800849187	0.445903918019579	0.266753751053662
CBLN1	0.209229541033718	0.0483181333843744	0.0367129019011001	0.0821716623757713	0.0864140088518578	0.0233261901955322	0.023380708086902	0.114754571186215	0.0240918441891125	0.0381324447593329	0.0248740037809731	0.0534285031547095	0.137527038849709	0.127062125647807	0.0139044180437485	0.0338024169536593	0.151753715548777	0.231003023793362	0.047574715512205	0.148925072377209	0.0671085484005491	0.189619114322539	0.0254657941762288	0.02143439122051
ATP1A2	0.0585504662139376	0.694960471972273	0.410226220805572	0.310629090252901	0.102813833473021	0.477473191148676	0.437969552445493	0.0784409427587939	0.566884944552868	0.431610154440728	0.632248484348861	0.304034154148086	0.307076677579561	0.0788163152159056	0.867540600756232	0.147456745151638	0.0625634023607881	0.050885981536988	0.403160154613693	0.121783220104274	0.257290149312377	0.08185611053806	0.385256710843235	0.154971558575138
ALDH1A1	0.00224947737261612	0.0359575711253736	0.0056514941699041	0.0666305973668575	0.00585940121237341	0.0109268673102527	0.0156989175268338	0.00671121680030519	0.0200401950360471	0.0204875285699365	0.0279027308909837	0.0375356923875446	0.0321251498024238	0.00630470426852483	0.0185826838703294	0.00724886366751367	0.0032515703296645	0.0050707442864635	0.0450041962183247	0.006946294345768	0.0836169581224084	0.00195073292828294	0.232041591185494	0.361683139506078
FEV	0.00088571675235004	0.00088776035358261	-0.0114323311844536	0.00130594247226669	0.00487787725570334	-0.000700745170022424	-0.00126966451483246	0.000367691772258172	0.000940897582011421	-0.00132028896763756	-0.000185210803595015	4.26676395167236e-05	0.0132636991664696	0.00247491870817314	1.06720326097315e-05	-1.83013908054843e-06	-0.000264397453827776	0.00109423820707782	0.00372667698022654	0.0104824058172314	0.000713392862874368	0.0013964561033575	0.00599527811225353	0.096776013651633
QPCT	0.113000215515832	0.221236642606603	0.122433029908631	0.124713619055335	0.0901943108847974	0.169754690683796	0.135198991603526	0.10246744117719	0.122705465829476	0.158149930493738	0.178214830089437	0.148964331377965	0.162175752338824	0.140837255560897	0.18904504722732	0.0481097766526952	0.128604892761989	0.16495995318805	0.163640556595543	0.130370538020095	0.118762756763058	0.113385395226151	0.26600998519677	0.146266098474505
TNFAIP6	0.00269917453313908	0.0158709561644374	0.0109640885755067	0.00603714610590644	0.0106328253959429	0.000933896538104511	0.0203109569103433	0.0013858576635636	0.0251107341379528	0.0274655059594108	0.0135483261705482	0.00272757650017905	0.0233183319883933	0.00371223927882615	0.00498736836665394	0.00778533663221391	0.00245186873656114	0.00302412624253661	0.115697205632259	0.00549344556995341	0.0203033032759417	0.00277602304517756	0.525394791440816	0.0101737948818049
SDCBP	0.974064099993307	1.47352095617458	1.29253946957667	1.0480609759819	1.32885160546179	1.50319636264098	1.43578776457807	1.04354151491737	1.6091611780063	1.31548739267866	1.51795570183405	1.51521727388383	1.10455563871413	1.32206641832808	1.77926545838511	0.765758231683225	0.799044283846178	0.711872450902433	1.34840901294967	1.076989106185	1.31364964898496	1.01723596673891	1.45155121392313	1.26438453117542
HIST1H1B	0.00324781213564121	0.00451487312117071	0.255604252699148	0.00231723690483945	0.00567961015877338	0.0220531763750858	0.0704069797603722	0.000586305522450205	0.00894548963247444	0.0764491477268557	0.00611536718063255	0.0123642948500362	0.0178563453373989	0.00133992266015238	0.00139352668747416	0.000699702877026693	0.0021010944359007	0.00101142977681752	0.0257894257302585	0.00739736768412815	0.0179591921735246	0.00356974842669728	0.0203755286532669	-0.003491788818759
SLC3A2	1.5947660372924	1.48488002267134	1.9522684548013	1.37235336506596	1.91497264291881	1.42256955792044	1.57807926759306	1.53795297289538	1.96021630060087	1.66094728474631	1.51839456987397	1.50819501897081	1.51301558305928	1.41625257859538	1.57621540019831	1.19828639327864	1.60937725748387	1.58614390124662	1.5086293004083	1.94478744857142	1.82073178257763	1.64698024239072	1.66740119503776	1.74422680767206
SOX11	1.56060900091792	0.745894033563691	1.14443508182413	0.59706561289073	0.87370894526208	0.957762700071008	1.03704543696719	1.70681592141062	0.808032947064214	1.04850732779618	1.03092262011217	1.68494994917082	1.22721652947976	1.91737191397299	0.752747614260684	0.413655191497005	1.4087701266423	1.24340785415154	1.05682202396831	1.13253291600438	1.14137716150853	1.29885636596213	0.677854330595663	0.456215195318287
VAMP2	2.58363166700607	1.48506409310993	1.25611876743641	1.38198042545688	2.39062605243374	1.27727108788904	1.13393243349339	2.60553636832649	1.75957423570035	1.32324300469921	1.49445020931816	1.67950478139266	2.07089156980619	1.95115443790952	1.47913103574026	0.994728800613937	2.63645620060087	2.71403595524521	1.56563449399663	2.55556242153078	2.11069894383075	2.57169716239876	1.43341080945996	1.56551025217861
HNRNPH1	0.856064717016978	0.755392475425821	0.84832221027495	0.595064795387586	0.758479505071289	0.753281543099684	0.943199284305324	0.848971217230095	0.726670771004371	0.764046633345262	0.77167334959431	0.851265521432036	0.728073980999355	0.837601996801137	0.651069941069392	0.436817157183033	0.714564068638806	0.646533323139719	0.807290662859702	0.782923729355656	0.62782128068686	0.846235936307709	0.773957761803163	0.725716485704571
KIF9	0.137102019059579	0.512626879288179	0.197332108402804	0.460812337239739	0.187434953753424	0.382189935237538	0.184543363002184	0.112168570385395	0.215628319265399	0.271811341150542	0.297450174260044	0.289724478147187	0.209793442788508	0.145216558048766	0.312194086473635	1.11103660087036	0.12218609044229	0.145663742201385	0.328550840658695	0.265615345622487	0.180580978462152	0.138942152298997	0.232158465865012	0.199321923573026
SLC18A2	0.00377620890414002	0.00479759496749853	0.00250991106418779	0.00217441599767647	0.0042930102565096	0.00548718826976269	0.000761880985372566	0.010438270329872	0.00327136009896593	0.000583746635739184	0.00325441541419848	0.00831428587856022	0.0096907869052084	-0.000274826755531897	0.00202723425029817	0.00864570355597388	0.00133199960955725	0.00676984319730526	0.00737739662108976	0.00470279821296781	0.0368460656014772	0.00364098712516364	0.00527683836848469	0.00496805438556867
ACE2	-6.76159788421224e-06	0.00245006361248627	0.00323356131199358	0.00592359217301282	0.00136689247245192	-0.000695300848481548	0.00318381836463376	0.000382234831297183	0.00175016975241195	0.00271090604787762	0.00231273924414447	0.00244287379005223	0.00197530344624007	-0.000414965905117754	0.00146869555263885	0.00408068931723213	0.000917591093905557	0.000308264971376331	0.00565626254875772	0.000438825337185083	0.0159442620398248	-0.000164033207488428	0.00629552497296402	-0.0186620112460564
CDCA2	0.00547806895133193	0.0183648044884272	0.489016419212537	0.0121928091073985	0.0189359175401592	0.168098368097432	0.818796920779056	0.0059898366679683	0.010001145685622	0.148347470225018	0.0105833485633652	0.0273374127158122	0.0261826781311456	0.0211810143496736	0.00935879825751787	0.0227934129483937	0.00817420477415424	0.0057728905738526	0.00679047217867448	0.0171688498150188	0.00967206865522687	0.00931139101274883	0.0173739082168247	0.119812410733688
ARPP21	0.364552888103896	0.0552256184187484	0.0539548689819659	0.0247869615856449	0.224935691272567	0.0579473901504899	0.0538280474608241	0.219090496900102	0.0878356413919636	0.0610434231934656	0.0884411333562995	0.17145738355878	0.171678375770329	0.163027627857566	0.0686374474985981	0.0159869661257284	0.442795574985078	0.364724991039298	0.172445422543406	0.368274718442724	0.273931468144913	0.376814534927634	0.0745612474484711	0.0433895560912863
MT1X	0.194344570527637	0.239589785578844	0.165447485930671	0.177205688836127	0.376108554953108	0.219040508493507	0.132887658907678	0.200446397001352	0.254090646670822	0.190580090309218	0.239842993427721	0.275943565486865	0.160929141368801	0.213679649116171	0.232021572635319	0.130040061306304	0.167730254251045	0.120268760195364	0.16164565567488	0.317202767862707	0.145136646638044	0.262509181173319	0.121380423786245	0.674845856676006
CCL20	0.000696629514565262	0.0056355976804679	0.00129940678672344	0.00327134951720956	0.000988624224657474	0.000819758669809683	0.00041378623191017	6.36610592010033e-05	0.000582151466498927	0.00146515136835379	0.000445892023013589	0.000294209487278546	0.00209524162483249	2.19494104342217e-05	0.000453749759224506	0.00418041422178587	0.000266271698341635	5.02000503941441e-05	0.00282594702147708	0.000438528910783706	0.0115923375210464	0.00125025431816658	0.00968303277570812	0.161832451543216
KIF20A	0.00423397624601902	0.00841679594240573	0.311687194378636	0.0054007450648642	0.0070244607464846	0.274982405064164	1.08361499817425	0.00663292757714093	0.00774289229036026	0.0622794787975825	0.00522425354556335	0.0132904148002529	0.0155524300879176	0.00653751237636407	0.00490443202166689	0.0206191483293358	0.00718556282906084	0.00362214923523589	0.00758785667772398	0.00862270834562602	0.00258677284839431	0.00818042541127703	0.0059731150967719	-0.00182312867659945
UBB	2.14709507036778	2.72141255684015	2.7267118143837	2.60381719949876	2.46016384544164	2.81022665886292	2.81279247930761	2.29986180354708	2.58110038719961	2.51070245672869	2.63344115163875	2.69008233094801	2.3913769286061	2.28250830545727	2.8631094272542	2.51826223258897	2.01143262548034	2.02130012525112	2.66715246749514	2.35897829603594	2.49911492933062	2.16931420566979	2.7118995300777	2.41648511003217
MYL6	1.99207627413122	2.43845838302243	2.01358065237736	2.38392806030214	2.17822085256065	2.26948450460121	1.93621461532868	2.00126246047661	2.12955084392462	2.15210185392172	2.27631762168712	2.12586078181955	2.16541854129638	2.28889834985938	2.42380920048219	2.3378182247717	1.86065024828574	1.95132198112008	2.37777526222396	2.29373301090758	2.29982452299738	1.98217482540287	2.38229249882642	2.27227032380709
HMGB1	2.37329544176525	2.01795359918792	3.16700002281444	1.87358048405541	1.92203694926177	2.80062816698169	3.1932625630643	2.43381595327057	1.95282746825385	2.62049917217823	2.19521596036877	2.28963032448054	2.26469088939845	2.20185611621305	2.1793712055188	1.59582157257982	2.36312743306685	2.37385661657336	2.25707567151999	2.18851803631465	2.05150459661424	2.29067328614432	2.01992790224934	1.85625568106636
POMC	0.000898359237792897	0.0105507390699492	0.00790163631156052	0.00961670052294935	0.000452659247490747	0.00536932237578962	0.00152375558352806	0.0025897680836774	0.00311571380468329	0.00953289945716275	0.00784184081975669	0.00852839279713127	0.00779780910378241	-0.000384437944564884	0.00437752599880739	0.00379974886237304	0.00118284266140474	-0.000477696904193077	0.000514339723394068	3.34920830100137e-05	0.00887381106828898	-0.000528357911599983	0.00537618890022734	0.00467127878751928
RNF26	0.291778749563748	0.332519460049754	0.428962918016518	0.263166661973402	0.350441680314855	0.443042512975783	1.00432379382984	0.306398329292061	0.313716484557128	0.309364540118407	0.281023079495829	0.294956973560918	0.274967700461347	0.234258743127589	0.288355822431856	0.230652157008389	0.287084776324636	0.314039044037791	0.278728029403376	0.412246592089065	0.265385401111749	0.31818509297426	0.265037163422528	0.324256333084025
FNDC5	0.0477709898987859	0.0369267471089275	0.0474003822287269	0.029315910306353	0.0248835044646069	0.0325742818706885	0.032934702176223	0.072348300623312	0.0321870841703541	0.0558092859822297	0.0448699130161444	0.142133060787392	0.114346554953088	0.0933599421946882	0.0310592044005416	0.0576171737949369	0.0422491049816236	0.0551903848695665	0.313635359581538	0.055408428581438	0.324396665313127	0.0372930408411208	0.241141362702625	0.00750707542038594
FOSB	0.334918943188874	0.400392022601861	0.296923215512423	0.360361821867109	0.273908677784027	0.238234880779157	0.258455765077664	0.220041458037606	0.38300928895406	0.28427148205003	0.392488236514891	0.397380180522111	0.393205315531831	0.223532249937973	0.43372561025834	0.404463821790641	0.260695266364165	0.286698867369983	0.651333421508766	0.238435048206352	0.515198202897262	0.279135644576543	0.570227871222229	0.597615763183459
ANGPT2	0.103280123534288	0.068855560802995	0.0829291238759833	0.0464312268990037	0.094732199632455	0.0437236120243257	0.0636218575891538	0.110380301096441	0.0582992832919676	0.0650501683903238	0.061455165328866	0.0652011177768118	0.0601066446262816	0.0905293867723097	0.0619100124444834	0.0494446729923391	0.0918520140273379	0.0683477932211481	0.0794725809259895	0.0714249124659433	0.0513126472141348	0.0977138262288365	0.0985379254551034	0.0347611438294986
TFAP2D	0.0696835096478625	0.00195545244889481	0.00220905451392496	0.00452580798858769	0.0121521210645264	0.00652557251690962	0.0249277152033847	0.042316744264765	0.00388533300237474	0.0047937578071359	0.004629863459765	0.0336032232136385	0.0262318869625541	0.134789387258596	0.00166500571827023	0.00125819193899953	0.0368660055821171	0.0603476675887271	0.00903278953721143	0.0359434594341497	0.0193431062036672	0.0396867801260032	0.00322275535852985	0.00321634352043128
BCYRN1	0.202828200896563	0.190965790851646	0.160437729436651	0.111667949354716	0.303429063430216	0.162653683780411	0.123068160226541	0.17646657561285	0.433074693963044	0.173944191992344	0.168878808300776	0.145230072785304	0.184686449956767	0.109924242499151	0.204841579350511	0.125655012627531	0.222376912978213	0.221909457396522	0.121738049907461	0.29472033587621	0.153729615726897	0.249002282326007	0.104384240027008	0.243181159575282
BEX1	2.1397565763173	0.990848486484284	0.794336457513764	0.855368383275839	1.78688384616301	0.895124144312875	0.671124826141211	2.1203667945671	0.891016278971933	0.916622780353575	0.969110015597909	1.2431431569964	1.55724436307793	1.81621621835998	0.903519017696156	0.461934194743548	2.20493217295933	2.24275660277214	0.867068966366528	2.20647783084826	1.42966084166596	2.0248137510787	0.732771608858079	1.19561576293093
FAM81B	0.00875604583411103	0.194311934823553	0.0473237996823262	0.47186652857922	0.0350490787264798	0.112659566842344	0.0249799050087329	0.0122526369328313	0.0773749266137121	0.0982557639525795	0.0935287060974313	0.0621406372726936	0.0774206898987723	0.0169297030881198	0.0914366853918438	1.13113680346084	0.00451019067584287	0.00614063482068758	0.129553022866861	0.0314580419687779	0.0839321875647188	0.0154119746760667	0.0982557605340522	0.0978456267282377
UTS2	0.00410403938611953	0.000488317492373049	0.000284993248445684	0.00155272742587691	0.00589119514588609	0.00043078033392927	0.00124631912560779	0.00308597119621965	0.000447425129822061	0.000338503180532974	0.000252579803693772	0.00249232149158824	0.00153540597838902	0.00225455942059771	3.36778694410798e-05	0.000831668852917334	0.00167738710854593	0.0118911129159468	0.000684100353006499	0.00541591621764299	0.00357718283041358	0.00301115734817711	-0.0012836924309059	0.000196752294706389
FOXG1	0.30408711307971	0.126969616328077	0.28708360150967	0.0631332931599796	0.243650708840576	0.153962266428204	0.11791665971213	0.295101853150295	0.144810886471013	0.24634856840614	0.372380736328542	0.290101419843549	0.141051738505196	0.318459889710731	0.194096797863864	0.0329021461391515	0.380604581791995	0.153400702685045	0.110334571376044	0.316741328116816	0.143198766236856	0.277157098797815	0.0478883289586307	0.169975161189827
DNAAF1	0.0225862910037235	0.0589905003879005	0.0133198909034047	0.118142752506256	0.0354847516279628	0.0386833103518732	0.0085140909353382	0.016518993644816	0.0263575061063973	0.0147856675014152	0.0280002694427366	0.0127622539758577	0.0212739293895327	0.00512103419706257	0.0293256595930931	0.390642212715017	0.026916199219478	0.0238270606723169	0.0437390503780767	0.034576250363144	0.00986976304637027	0.0326520491599977	0.0194028240379565	0.0192439907345757
CDO1	0.679765006067301	1.11822878384516	0.792935242192801	1.06535168493213	0.630924593022542	0.767790364577993	0.599931400692833	0.701014483247714	0.797290634379223	0.924161078806526	1.03440038434211	0.705020712428557	0.778489262031603	0.655358238972722	1.14157271235326	1.10603191148191	0.591714800126487	0.686631456951241	0.736630033319746	0.664456654643799	0.46638632533194	0.733359474216216	0.675562222775006	0.473088019335613
C3	0.00109510719088149	0.00721001690863093	0.0010418035400609	0.00406006001469744	0.011058722887848	0.0022021856158537	0.00508455198017368	0.00109089353291341	0.00659460496000643	0.00672536360270514	0.0042454504312791	0.00780100585198283	0.00539508223834416	0.0028962499227025	0.00395669227989338	-7.98022558173966e-05	-0.00114165466985752	0.000470951531562675	0.0531007100261318	0.0013469938861201	0.00905322232393228	0.00241586437190122	0.168939470029949	0.131758544544537
PSAT1	0.964723245964477	1.3357894997872	1.94560040257689	0.795546039622367	0.892109268761498	1.41472011771761	1.71906465242595	0.902222101748136	1.60113257682791	1.57496781203319	1.58297618438094	1.10210652171919	1.14905176834732	0.885735832621243	1.80905003824464	0.454500801526805	1.03892311871164	1.00190750591778	1.09296938244885	1.16267452855498	0.833085051375508	0.950776466728826	1.23208975732088	0.743811774609007
IRX3	0.140861173520388	0.192165233076605	0.230216081386894	0.0850285457590606	0.115218613336309	0.151693351485252	0.202023569196366	0.118816673330426	0.220333994377418	0.190633952137514	0.195118344802591	0.230752193960889	0.194306647511754	0.178586690363303	0.273728585988399	0.0294076642421764	0.110209565437799	0.179997989970035	0.328640401776948	0.139254787188239	0.309409298264782	0.124161678094533	0.256237015749454	0.130402995925663
SCD	0.381629306242851	0.721531529056984	0.439505884554914	0.680123052154961	1.00152323285634	0.589966604618026	0.41042711805875	0.29481617305898	0.943762331786963	0.564928334430554	0.739148181902548	0.439630444517088	0.550793070845205	0.406173343016878	0.920282704290414	0.595887595240148	0.41098753027387	0.345444925155787	0.61430831958982	0.46129546836629	0.577879406246789	0.549887083149637	0.635411450514398	0.715462728244033
CLIC1	0.499915554687969	1.420127084846	1.3755058296384	1.24290958322354	0.675502425625035	1.37923943730087	1.32811824462914	0.511468570134653	1.21968113422078	1.20894260706461	1.25954594337262	1.0717071460813	0.840869538484989	0.809595693069721	1.4541152495014	1.23862690574445	0.330414826837119	0.277321499031284	1.23410836062641	0.700735756528949	0.835941108684331	0.51687903647451	1.46254585345154	1.38320997172912
RAB3A	1.65217289106701	0.316317228793316	0.276154968627892	0.297929588734974	1.39313564317662	0.325105855277526	0.248308851506991	1.58115904653559	0.591564425390572	0.348476531714286	0.398481962842262	0.566120700427059	0.981083838711009	1.06262121490754	0.283819631827312	0.218048175661661	1.70026553844881	1.73029245468696	0.406072973136088	1.55751559385675	0.903596686016669	1.60637936230923	0.339665691856936	0.606610128748391
ACAT2	0.659825256714996	0.528178145058379	0.724839094330428	0.476634024834799	0.860634211919959	0.522456738588749	0.355565302447208	0.595428444103597	0.471541630098979	0.749805427272368	0.654027106447507	0.559519948291141	0.55921336675849	0.642070128666283	0.570936253516486	0.295900618034638	0.554692679875825	0.621976646469711	0.494945259624536	0.575294083281452	0.43500904437192	0.680237459107589	0.493419256232347	0.49741749747317
