Astrocyte	Endothelial	Glycolytic RG	Hindbrain RG	Layer VI Occipital	Low quality	Microglia	Mixed	Newborn Low-Quality	oRG	Outlier	Pan-neuronal	Pan-radial glia	SST-MGE1	Unknown	Upper Layer	V1 Neurons
RP11-483I13.5	23.6227431881753	79.013121893691	49.6455902580788	137.172273773929	48.3928792941619	69.8490316764744	60.2386458926164	103.388224689001	42.7511013013248	113.288526334416	0	150.868182675039	126.571491551174	0	88.3103176407412	125.272373196194	0
FAM102B	50.7553092099284	67.1594851877682	64.2455635166842	58.9189404408849	174.238479318909	82.5276057254134	50.1099602354471	89.7826691334436	45.450545765108	102.170926540174	0	134.572477370565	103.619741969195	22.2507824606388	100.532540010907	60.1357273974783	85.3537491209257
HENMT1	131.884820482807	140.657216709367	86.2785407160837	182.738940440596	182.738479318909	122.93732532632	20.6489006861919	108.03296153259	97.4983235007715	136.143598798184	0	323.272477370475	159.11562319012	93.9133195768301	179.314718088595	177.429516053337	112.967450415486
PRPF38B	198.897680565111	575.585334623199	222.851011495666	468.988940440596	329.360100940532	229.607235312887	167.531977703532	405.638224688999	249.232708365306	253.581043341929	0	547.072477370475	Inf	460.281343709558	Inf	345.929516053337	145.313264148389
STXBP3	252.982042705029	272.29871997734	138.073080544884	245.572273773929	153.527064525322	167.15624402974	84.4451380925711	119.423959680289	141.239587160514	190.177415882028	22.2458100558659	158.350255222074	500.130045162373	164.941190256873	279.426479255094	121.140556484474	77.318189316089
RP11-475E11.9	54.637038036496	48.4281416677224	46.8523876035843	47.1915136149621	20.2977895799699	57.6091122627761	0	73.3974842746766	15.631198876621	121.421859667749	0	56.5427637524891	111.275103808456	0	81.5670226197813	43.4736033251793	18.6314459675673
GPSM2	359.736522991767	348.294184518297	171.382401389313	219.961988667062	140.99362339944	144.727297478211	91.1913426214108	108.950449066975	451.170545722892	251.758223360691	0	246.70068249868	650.86913246396	577.398990768382	459.39319559886	132.871709810214	180.750493578517
CLCC1	122.843153816762	161.501667167792	119.562742686974	133.863940780627	163.368914101518	113.194269770086	88.829163348665	258.34752701458	120.301314953687	128.621859887906	0	239.764144037142	291.188942405481	129.121384591053	170.446421364421	132.361860642556	97.1314459600904
WDR47	113.746818146008	223.174458675848	243.490003728494	216.291572019543	236.264959832802	141.691068818219	256.211205387517	105.999670776132	267.570545722892	175.102056625133	0	622.455360253358	320.653854686182	371.048850712359	254.243066176944	421.447373196194	273.798112626136
TAF13	160.165803388789	192.606924311706	144.588416426907	228.572273773929	164.329388409819	120.666515964399	107.254206319865	387.745367546142	261.204692064355	309.788526334416	0	351.07698187498	249.938168411673	129.214191617014	308.315873194488	109.497524439244	121.270458741214
RP5-1065J22.8	104.370931593918	120.734184297676	247.594277232768	137.172273773929	193.086964167394	213.660936436544	10.8772582406906	660.538224688999	88.4594346138401	Inf	0	187.346270673964	Inf	226.046049591911	152.11728565999	92.4325325514207	64.872192281968
TMEM167B	268.292500445629	249.563823315973	238.2689488419	234.707026059759	211.03847931891	264.09903167464	97.2041631339957	170.738224689026	344.663138315485	217.609954905844	30.8682170542636	360.674208972353	454.631339412828	233.144089832947	416.135218432584	342.307067073745	197.042404863579
C1orf194	363.349426217574	590.489896447929	103.04722626745	Inf	309.000384080814	146.933853194638	100.506980035404	462.259436810213	222.924712389559	309.788526334416	0	291.889937687957	267.767748193063	257.280533888566	382.320211094032	170.172373196194	134.421771222549
KIAA1324	48.537598260584	24.5306865283786	90.1955592876966	79.0790104578795	129.419034874717	104.29903167464	27.4136323738643	70.4598523997379	95.9559623895589	107.699070570809	0	174.813218111216	99.8705830715729	93.9133945822284	96.149615737633	162.272373196194	25.9684518957148
SARS	525.031676094764	Inf	Inf	Inf	Inf	587.015698341306	152.043250931668	Inf	Inf	Inf	68.1849315068493	Inf	Inf	678.362479612195	Inf	652.620984307305	524.06001738804
CELSR2	144.410931597657	467.508804010954	232.730665667029	157.072273773929	238.164405244836	183.658037885824	256.211205387517	132.928457158265	144.96354865675	157.953744432626	0	259.964715865918	525.695521352849	213.032977696486	350.287256842287	217.560468434289	99.1871659077464
PSRC1	446.680455403441	193.874317513216	251.837340105968	213.680347335666	478.196812652242	235.956174531782	40.6550338978015	127.923938974714	256.389990167336	679.592447903043	0	263.388080927084	Inf	Inf	411.128128096521	292.940794248826	90.9000609779638
SORT1	133.874750744666	486.597313327724	154.788416426907	129.266930054119	187.120832260086	164.94255849021	96.2987577292171	98.9844436102966	133.865647303939	183.469317294868	0	227.576644037142	341.913113945442	139.985384136307	259.081854332887	148.026291573355	145.313264141287
PSMA5	Inf	Inf	Inf	Inf	510.882923763354	376.222522549093	68.9590651686187	Inf	299.102803787408	605.686375796785	16.6610878661088	Inf	Inf	604.426140089649	Inf	342.307080995955	284.998112626136
ATXN7L2	45.3471586434648	60.3537314501616	159.756670395161	94.5454181813011	108.238479321543	138.009084584692	39.554204484863	78.3382513923842	84.4670974470972	98.4627233874772	0	163.045595650048	129.019057468574	182.122950308391	128.699225944822	116.013432256478	85.3536681817506
CYB561D1	13.7777920112266	75.6516611538109	117.067781506272	107.369375223205	86.8036967510008	72.7868623626939	0	88.3965892659497	101.970545723729	56.4256412353549	0	146.95621798553	126.820521572044	37.8732554742641	78.9432114424911	67.5592931962486	13.4018954161174
AMIGO1	13.2046188907548	44.54452118932	51.9788926173834	49.7661764416238	164.238479318909	32.9896153139259	30.301347830361	21.3612511171562	103.820545722892	46.4515896151804	0	100.202437886347	108.820521354501	37.568746341844	84.8182544377328	69.8451004788058	7.08466500044467
GNAI3	411.079264927251	600.447115699266	445.731273569764	Inf	486.090331170761	309.694269769879	312.561305991139	435.338224688999	610.628987281333	666.504212608925	29.865	Inf	Inf	534.810755474264	Inf	Inf	252.054522882546
AMPD2	120.763088757328	412.497249389105	338.827377465868	182.738941510553	352.238479318909	99.3472951281679	64.9449988490106	160.24933580011	433.493622645969	191.327122825644	0	323.272477370475	251.389752445003	164.941190256873	234.981257809874	197.822373196194	179.575890403913
GSTM4	150.284357418973	435.801661153811	155.016249003216	222.238940440596	181.495654547295	154.05141262704	15.0999714161624	Inf	202.274249426596	223.527265073154	0	333.82348138654	282.153993554952	164.941926363054	327.00901044939	166.138277127569	85.353830162271
GSTM2	71.8679012951243	70.5133013852993	93.9580642762943	121.949466756385	128.93162649947	63.2981215332613	20.1376947972007	87.7034565731235	54.4210455693968	90.9856941017783	0	189.659144037142	139.69268983191	0	122.534400854408	102.822382202933	85.3538300170743
GSTM1	76.4350341773604	0.724387456155013	8.03847004062007	45.5399594942191	56.6199355273209	55.4955288641496	0	12.3026593163191	0.0766484632081314	66.4790025259605	0	33.4198477309116	44.7481772091691	0	0.280733138918375	20.3262195036176	0
GSTM5	0	10.7710296431598	59.716987855479	31.5075522362187	11.4912367903759	8.21851513331343	0	25.9067432197005	0.0560427581061013	33.6291429323279	0	60.8687736667714	72.9074779024142	0	15.9041616066208	0.284626739351446	0
GSTM3	371.970931593918	676.515297517447	364.359845431658	Inf	Inf	559.384745960354	193.237496467329	310.304891355667	267.570546073486	400.979002524892	0	Inf	Inf	Inf	Inf	377.124643761586	221.972025669614
AHCYL1	378.399180181488	374.415946868097	239.138671271055	357.572273773929	426.803696710213	208.527603103211	274.817370681166	264.723214304684	236.01926367161	244.182465728355	147.481481481481	359.155810703809	Inf	196.021931379113	655.660446837899	273.429516053337	132.464779292802
STRIP1	240.052091014208	130.631465685366	155.544110008688	173.905607838737	309.000384080814	190.947603103211	57.0062775531734	155.281081831856	133.360019407122	119.338425334082	10.1841432225064	490.289144037142	291.47131500386	276.239326902835	223.056950198883	212.288971007936	206.374689202712
RP4-773N10.4	23.1267248203892	75.6826068107226	40.7703318011168	59.4968880095111	90.9793646455516	65.7648921433337	30.7577520501193	62.8846633025023	119.856260008606	69.4938135715673	0	111.683588487401	120.820522246052	0	129.479908282208	98.3323732120507	73.6314459594688
RBM15	126.978912814575	196.778702950216	215.14555928405	175.561521085885	247.700017780447	199.069269769878	90.589513452467	232.492655068746	86.0124658613731	181.879002524892	0	190.02485832301	376.706884989213	286.773718437227	203.971161801092	107.817347149148	97.8245969772387
SLC16A4	51.2667649272507	111.199280201556	97.7646891964193	99.2389404405997	75.1615683591517	107.423576713924	0	83.7043094747212	68.1570049526456	74.9507496578953	0	118.406650438719	173.903854686182	0	128.702362879079	107.467110252518	64.8152694889381
RP5-1074L1.4	42.5866178684272	100.268431998248	38.7075521272503	73.9007051464804	147.952765033196	90.8981259641821	50.1099602354525	65.8810818318577	41.3818664792831	57.5517237861135	0	111.906187368136	103.625300855351	0	81.6146563681399	111.614926387683	97.1314689794032
LAMTOR5	Inf	Inf	Inf	Inf	Inf	Inf	616.951687886471	Inf	Inf	Inf	248.875	Inf	Inf	Inf	Inf	Inf	605.298112626136
LRIF1	140.185749221454	350.508804010954	265.266248939222	313.497004956725	335.790203456843	180.146650722259	100.506980035404	280.833876862912	290.903879056225	325.321859667749	19.4243902439024	444.739144037142	516.241573984428	201.389702842685	498.987115487195	212.281675521775	282.497299618006
DRAM2	342.796572619559	674.824738076888	348.538416426907	314.142166247048	316.393393310829	194.223255277124	203.064163133996	294.001861052635	232.924976102639	222.14259307249	58.5588235294118	508.630448384968	Inf	434.255199918708	Inf	251.708736832558	295.531445959469
CEPT1	259.930931593918	168.44799230437	163.421421353016	235.148031349687	135.760759494722	224.663966739575	44.3236162642514	150.721558022337	133.366711445712	186.794292868509	26.7248322147651	227.863545593739	296.352779417458	226.046051822883	230.532539872543	229.947373196194	200.71039332789
RP5-1180E21.5	21.7200129591156	33.8377308675575	32.5503233678823	148.70952867589	82.3649685124024	42.1793237690111	29.6061353826004	60.5444756273328	55.7134028751556	61.4872730708168	0	82.0324784512386	98.8205213611836	0	70.6233756054257	102.822373196194	4.54510536178954
PIFO	514.976992199978	Inf	159.380076485405	Inf	119.662459781505	145.79787337354	115.029851207391	534.04933580011	176.893126368053	252.221859667749	0	192.079569569057	672.070521352849	86.6202792837879	210.543789352225	97.8858220669592	140.778504782998
WDR77	240.052091014208	284.596836592416	255.465003728518	349.993657421728	465.522570228	270.771505542235	147.112326399302	238.010668586555	180.544904697251	250.626410251374	24.280487804878	586.917715465713	Inf	286.773745043865	657.877539861155	417.445507524552	112.284419863112
ATP5F1	Inf	Inf	Inf	Inf	Inf	527.366888817497	654.73987741971	Inf	Inf	Inf	22.7542857142857	Inf	Inf	Inf	Inf	Inf	Inf
RAP1A	270.619158544272	558.824738076888	247.216987855479	341.973634318147	213.464366279928	164.61851219412	108.370829800663	221.965810895896	204.34832350067	264.193288243147	137.310344827586	412.950255148253	Inf	343.163696650735	483.644608826672	235.723968789421	242.013024906837
FAM212B	67.884321019923	120.187375843183	107.775994393022	97.6026356328206	90.6021635227344	97.9720475864422	23.6019733530279	103.388237125236	165.661458524253	115.513178830385	30.1666666666667	136.546843221347	355.493598275926	181.429803093312	214.850186919979	188.675821472056	47.7281650298047
DDX20	174.120931593918	338.143040464156	148.378951527674	141.580459012979	199.425979318909	128.277603103217	42.1979907047811	152.212991044139	271.967604546421	170.153109669566	0	292.905810703809	332.37091816268	151.139670438248	369.77063509925	146.859261612176	97.131476712905
CTTNBP2NL	130.498383076325	205.539959026151	237.995958690966	338.420758622414	147.952765038726	199.298499531806	68.95906509478	209.138224791755	319.856260008611	160.86295959721	21.7595628415301	444.739144037142	292.033209733455	343.163696650735	411.128128096449	298.340230345407	146.006411321847
WNT2B	90.0771462831832	Inf	199.416392617383	Inf	174.238479318913	129.555380880989	126.002408748031	473.847085448493	108.701278523614	538.156743388679	25.2025316455696	545.206885972626	Inf	415.42777675086	382.932539861155	188.675821472056	255.950890403913
ST7L	130.838851479861	308.973089725241	202.501114839607	193.087425289081	115.447866857098	142.727603103211	115.575130875931	174.474763157258	115.945806481487	181.879002524892	0	280.160196668721	262.391949924278	298.118447781956	219.10846464606	288.494261869333	145.313264141287
CAPZA1	605.319649542636	Inf	454.969883608402	482.667511869167	422.109447060844	303.340123497329	201.426663039953	Inf	602.692340594687	499.075193001082	0	Inf	Inf	434.255199918785	Inf	520.211262085083	403.062480442228
MOV10	101.569002167045	120.448172807216	64.5287122386596	106.238940448098	111.470363376881	72.2899716932368	88.8291631339957	108.268659471608	73.3324504847966	109.49299913637	0	80.0370481128637	189.525784510744	21.2907554748309	225.92760158955	74.9594729047349	20.099187896819
RHOC	Inf	Inf	284.823641475838	Inf	205.173963190766	365.902603103211	166.781086210919	353.628718985577	Inf	Inf	27.1808873720137	658.639144037142	Inf	365.123255478185	Inf	Inf	180.750493578517
PPM1J	82.5823137077385	110.274994487144	97.9851819255595	127.988940440954	211.03847931891	69.7628972208581	0	94.7536093043842	73.3205457674499	92.0281096677489	0	123.947156682973	233.72961226194	0	96.1325398611939	80.3723738767888	97.1314536332534
LINC01356	30.8390357910135	174.326318688058	164.79862050854	93.9012149051559	69.1104331987957	76.7305558116482	71.9082447666488	137.89261065633	71.1502344465809	78.1451098323166	0	138.905810703809	224.215583081244	0	154.903229516327	105.43381940075	76.6248179174649
RP3-522D1.1	237.118899073592	74.7985218152877	165.691713130204	80.4590576558533	82.238488810089	59.9500842437122	45.1910052392589	107.240265508602	114.025091177437	113.416724372803	0	189.659144037143	213.13816841168	27.3233626216262	132.845502111788	110.626427250462	75.9323451966845
SLC16A1	215.799503138481	338.698536153811	409.55180928405	434.549285268182	468.381336461766	301.068143643752	119.537496578729	332.56679611757	214.66578381813	626.188526334416	11.4097421203438	378.625108949423	Inf	181.429803093363	Inf	183.304463080429	150.023112626136
SLC16A1-AS1	121.30465550122	209.901661153811	159.756670395161	157.628614976486	291.66705074748	121.290726435741	45.1945589144425	170.669474688999	116.461853360025	211.583398129287	0	288.572477370475	459.610644809639	213.032977696486	266.865873194488	148.000944787294	85.3538300171562
RP11-31F15.2	0	34.2579829964	72.4494958494721	82.2389404406111	59.2724349020616	52.2220475477389	24.63089252406	46.0021332159678	12.4073490927923	51.9942122494015	0	89.6027804007778	86.6283078161696	0	85.5114013278265	39.1609772331449	46.3314459594688
LRIG2	129.185746408732	283.941135293475	134.384689718833	117.909927541355	147.952765033196	148.241888817497	220.037496467329	108.044385146365	134.053166587667	127.407573953463	0	246.901306199304	200.020521352884	105.582318249774	149.42477264351	141.75658372251	76.6248424000522
MAGI3	85.3090466097095	104.999273645116	118.312225950717	85.6280601748433	128.238479538098	118.194269769885	169.438538133996	96.9027458410613	128.356260008606	101.221859668473	0	312.519144037142	230.905698175682	134.02504118855	152.117687720701	244.799039862861	97.1314459594694
PHTF1	205.658810381796	287.834994487144	237.993385371007	168.98894712589	176.182923763354	189.694269771237	180.954317855023	127.925914127822	172.041749912988	292.025368439688	0	267.600255148253	Inf	182.122950273872	579.020194182143	197.197373197091	222.404173232196
RSBN1	147.847122070691	451.501661153811	544.839107671147	225.637711451028	253.949005634699	167.515889869364	213.468869016349	129.304944712459	687.934182086528	277.871859667749	0	Inf	Inf	349.703621494608	626.099206527822	386.77933019855	243.881445959469
AP4B1	116.515953238939	246.128327820479	121.241449695017	190.602576804232	135.472715340663	141.711816334076	43.9495928677748	106.03822468905	100.284831437292	166.779754404591	0	302.051644037142	387.020521352849	219.353612617121	293.183333511949	154.94337129895	130.312001515025
DCLRE1B	91.3574441180021	268.234994487144	127.431383122732	137.208197794349	140.646642584216	97.0048773132547	77.4918047210543	275.588224688999	67.8496906383991	129.678463441619	0	146.953749568361	192.537392264192	181.429803093312	168.728801543398	170.103623196194	85.353668218055
HIPK1	104.25188397487	331.101661381161	128.719568120301	221.066526647493	185.072277294698	109.69527008151	263.089705302671	125.74428529506	155.941235378064	193.80043109632	12.9706840390879	399.07587873102	379.275066807394	144.96460162811	282.374376595849	127.48257380034	123.541168181698
OLFML3	164.404264927251	349.885532121553	277.486084349964	Inf	51.5599082243654	Inf	11.2693928103559	648.620983309689	438.453358222892	287.439250972097	0	353.918631216712	Inf	0	Inf	123.728132476496	86.2587186867433
SYT6	74.807357715137	143.227057979214	255.465003728494	232.371989701483	139.634468029524	683.873057648665	31.2356407639644	160.37195249965	99.4836877560155	213.755193001082	0	342.331736629735	607.19008657024	390.010755474264	Inf	144.454920910643	172.131445959469
TRIM33	125.006590508646	388.240946868097	167.191855580346	197.925594207339	301.587316528211	157.849036452282	436.704163133996	151.365115445811	271.814448161916	163.015799098271	0	529.077853714561	530.630045162373	196.021931379113	304.824908425727	303.146143687997	203.824593140029
BCAS2	240.425743722657	Inf	432.011300024791	607.112469852361	659.63847931891	652.039231010188	180.954163134113	371.881081831856	Inf	Inf	22.8850574712644	Inf	Inf	613.99825547428	Inf	532.250786807548	254.552498591048
NRAS	392.239157380108	Inf	254.356085599839	322.802893928968	266.238479318909	183.624182047969	308.112613838221	193.04731559809	220.385775384599	349.684359667749	0	632.892990190988	Inf	434.255199918708	543.199206527822	304.863582306467	203.131445959528
CSDE1	489.240723260584	Inf	Inf	Inf	Inf	551.01540798126	Inf	Inf	Inf	Inf	291.365853658537	Inf	Inf	Inf	Inf	Inf	Inf
SIKE1	160.02581762615	Inf	469.39555928405	486.090792292448	200.120011392396	628.860936436544	173.382245738677	238.761601363155	271.814448161916	352.475660269831	137.310344827586	450.894316450935	Inf	213.033348077796	499.956203983292	393.396316858166	212.84074828505
TSPAN2	117.104264927251	255.604631450841	150.228894510884	136.905741232884	157.588479318924	180.146650722259	67.5695477493814	108.032961651964	101.570545724579	142.821859667749	0	467.382001179999	165.366817650805	233.144088807597	149.424206527961	167.341603965428	98.2300608703243
VANGL1	160.165803388789	90.5630946880434	29.7419450792441	61.4416709985432	59.2384793189107	87.0928204945153	22.5863911906458	65.1715588578484	40.9261012784539	78.1449365985383	0	81.247829987346	149.037912657197	0	56.5325417117543	46.2345144371876	7.03594037107331
NHLH2	88.3328363558221	177.378314850309	135.092535099302	169.770190440596	281.281957579779	124.396712880375	135.760766907581	255.957669133443	606.635061851924	170.153114795574	0	Inf	594.122108654436	19.5052140869348	520.171428750044	Inf	463.417160245183
ATP1A1	420.429874683349	Inf	311.152601537571	410.732816782661	408.613479318909	383.565577869978	147.112326399302	469.888224688999	269.690648077506	505.946183992073	49.3636363636364	491.002304619137	Inf	Inf	Inf	245.945267711761	203.131446042257
CD58	211.797377020317	274.375735227885	104.373287195047	301.113940440596	171.157398237828	181.305380880989	46.5016249193296	144.310638486293	105.335252449348	387.851026334416	0	148.831751131262	432.239126004012	164.941190256873	244.759206527822	183.168332792154	51.7380278993414
IGSF3	151.767756990743	140.657216709367	171.645559284214	128.416001056215	266.238479318909	92.118915429952	131.941824792879	92.1051084367397	183.999117151463	132.91290675632	0	369.580053128051	272.160946884764	134.02504118855	132.823586064645	150.155706529529	145.313266771393
PTGFRN	285.516764927251	181.308945924536	59.8850514463533	105.652753581276	180.352115682558	133.690488073556	188.132812992727	118.052510403285	48.9749715050519	118.343697890387	0	111.455324582038	531.820521352849	201.389730964599	234.981257809883	88.8558783511127	76.6248182102754
TTF2	45.1262826696806	177.01816600818	67.6426601308371	144.005069472993	108.890961588442	195.706174531782	25.493271619769	113.600439739307	114.015004902072	134.246859667756	0	119.80732837828	348.575238425642	77.4451640764823	189.268497745854	170.984724360353	46.1324973222961
TRIM45	39.103105887084	104.15222173771	70.7960541749479	93.551440466751	101.331626504574	77.4308289100298	15.6990086412459	80.6876815005724	96.2105457228918	127.10334114923	0	165.785440333438	215.808616590944	0	157.787007243344	96.26284938667	38.9489149669287
MAN1A2	418.613355836342	454.297494487144	165.893721054615	Inf	324.938479318909	222.689765265373	271.704163133996	228.956406507181	155.713402940282	432.221859667749	0	253.226851204533	461.054563906041	213.032977696733	323.096506887288	144.338502228659	132.464779296209
GDAP2	64.9328516424498	184.901663153253	194.934854056257	349.301440440596	171.157399517484	141.711821631459	80.454163135659	88.4084415090871	236.038630829275	178.995204567556	0	239.764144145784	307.987196875537	226.046049591911	520.171428750044	112.802847397568	120.778707377744
WDR3	172.581623417817	272.29871997734	546.613301219534	386.44583699232	187.120850031535	138.009084584847	105.08651608437	150.721783062047	547.538287658376	298.154117732265	10.4240837696335	363.91305708062	409.416109588144	240.685755474264	634.68794526656	119.403539975793	123.864779458074
SPAG17	24.663720369744	258.241661153811	54.2730103701442	175.197273773929	0	22.6415128056126	0	102.188224689007	43.2267957228918	104.360990102532	0	60.8843143324647	129.907477874588	0	9.39891926406328	36.5585750913255	0
WARS2	104.258147955357	208.438246519665	101.992497868532	166.785240841332	140.952765033196	177.927603103211	60.2386547604614	150.721558022332	196.592051099236	145.892478131573	0	223.669471905994	251.600174372232	102.421882296854	288.45453486394	172.16284938667	68.2272155701295
RP11-418J17.1	29.0438293215347	60.8872399683606	63.3122261120571	97.9989404425425	89.8218126522428	64.5706974112958	30.5117725543621	65.1727813607385	80.4105457228918	41.8508444106686	0	73.433688440996	107.729612296097	0	110.532539870754	90.3501510104053	0
ZNF697	94.7164600492017	180.346105598255	74.3624369786611	61.0460607469707	112.909051274999	133.684745960354	71.6201032019842	73.5901744282802	103.821041072045	98.0667721785908	0	146.296191993275	210.52982367843	2.43377116156209	151.482947272005	91.5806869351093	222.404173232196
PHGDH	Inf	Inf	Inf	Inf	Inf	616.152603103211	129.496955928878	Inf	Inf	Inf	45.7701149425287	Inf	Inf	Inf	Inf	Inf	Inf
NOTCH2	144.147743211154	Inf	174.161688316308	187.121293381772	251.644729318909	127.887603106457	299.580875462763	277.718869850289	155.941235378064	164.712802029659	137.310344827586	268.155810703809	557.677664209992	139.292236955745	250.5370853157	138.639039862861	115.605356271371
SEC22B	178.111949513463	445.454292732758	289.978892617385	385.370519387964	301.587316528211	361.172764393534	230.672417136025	350.200724688999	309.353879056225	323.185813156121	31.2313725490196	375.732387734754	Inf	390.010755474264	467.207539861155	301.114785567508	225.366740077116
LINC00623	36.9425392504784	133.234994487144	90.9990236331251	113.544495996153	42.8639437075775	90.1109364365453	0	96.9001331242436	93.5827462177091	105.483305450882	0	116.352477370521	258.220521352849	25.6180949238129	145.548802998909	134.311503630977	75.9314481490036
SRGAP2C	219.397813314451	418.728584230734	132.911769379326	148.784406878862	254.475321424173	205.152603103211	229.932011235262	116.035266879998	136.903969238745	150.846332612917	0	532.239144037142	455.131996762685	390.010755480084	350.287256842287	176.365476645403	160.731445959469
RP11-344P13.6	27.1875560927248	38.8753131932357	38.4558508321515	59.1155720493476	65.0220614262259	53.1588532083641	0	6.42531866033334	47.3450555268173	76.0165965098563	0	145.817269037142	112.494434492783	0	186.704953654258	82.697373196194	2.79300833345743
RP11-403I13.5	18.351323761491	65.9350945358312	58.106565963534	99.2423282469051	82.2397931838579	83.0692697699775	0	98.8982246889992	350.770545722892	65.0065243333283	0	112.38683687984	105.715258195114	97.8107554742641	42.1887898611714	86.8117512805113	97.8245969769291
FAM72C	43.0442630555462	126.416812668963	78.9187074321982	43.6266956533497	95.7384793189095	80.8960241558429	40.5733218672243	65.1715588486721	79.8436938710399	212.33116199333	0	218.962035603407	344.383021352849	0	110.538494999659	77.2405550143758	0.636949338021849
RP11-14N7.2	195.215892834917	Inf	270.890726188082	473.065027397118	486.090331170761	149.271975503454	138.434932364765	374.069259171758	177.144619796966	432.544936590826	0	422.580053128051	Inf	371.048850712359	520.171428750044	361.217534486517	181.208341191952
RP11-763B22.4	29.5738305583235	68.9925703116772	88.7317661806018	103.978070875379	90.6023488501736	86.3536988788295	0	92.0929921087845	103.820545722892	87.1870774518415	0	165.239144037142	127.782090517864	0	100.532544781339	114.246286239672	75.9332400034846
NBPF15	71.8681747101384	102.945606356702	129.011787946201	109.405797884045	109.405145985578	148.998191338505	55.6641631340437	65.1811905667644	82.3723707257901	125.321859667749	0	179.489144037142	198.347993881115	0	202.388095416711	94.1877619894023	97.1314689801173
SRGAP2B	224.866427089413	225.533240103254	247.21698791903	161.938940440628	266.238479318909	203.482148557756	136.640871994755	187.310638482102	238.918371809849	282.740503735546	18.6948356807512	338.808911479002	360.714825581843	197.777315394204	451.830926957929	176.365476644967	256.598112626136
FAM72D	43.4989077844005	141.568327820478	113.100104744633	82.7971929351687	48.344473725229	63.6038331691116	81.4168068121566	36.4659839595374	62.7208432155087	97.9361715191875	0	108.408050700882	337.607106724365	0	507.714358042973	88.3501509739718	55.9851874560674
CH17-373J23.1	45.5495030626825	175.58090643683	235.931273569764	260.655607107263	87.0695023135799	133.915826602119	66.8946393244719	369.604592402003	190.244015110647	226.016921396144	0	223.028617815277	575.838065212498	0	357.205616784232	184.350150973972	128.304107829973
RP11-89F3.2	2.70159930711831	146.083479335629	73.295559345133	67.3081753184254	107.315402395832	69.8490794832264	0	155.656743207518	53.974391876771	64.2218596679346	0	138.968787916332	141.020521352849	0	116.246825575441	158.947373196194	97.1314613069779
NBPF20	10.911991944683	69.6873378748323	74.8330592840501	157.072273773929	90.3384798321074	82.527603103211	52.5374964687565	83.7043091974008	66.4038790562251	76.1784376117466	0	145.645394065518	127.633021352849	62.4774221409308	75.6938301837353	73.2224265316642	97.1314459600907
GPR89A	112.013661914556	203.757216709367	98.1467523663581	149.822638323162	146.816620227024	137.896093645119	48.4053192961006	160.12571195648	287.182948823667	199.809359667749	26.3708609271523	263.859835164283	481.932590318366	157.760704042517	349.595039861155	150.155706529529	112.274303102328
RNF115	263.542102765089	231.847607099757	218.20555928405	290.784394986051	277.124193604623	215.82172075027	190.651531555049	143.729410300078	278.820545722892	231.976290047496	0	375.732387280385	624.387188019516	233.144088809442	527.631131410451	160.813444624765	110.429066685625
POLR3C	165.09820432119	239.827587079737	336.197283421981	175.561521085757	131.379325010227	338.709421285029	63.7041631339957	92.361830000981	212.53208418443	188.725307943611	24.7329192546584	268.155810703809	253.639965797293	161.257602408926	209.693459483062	149.464039862861	69.2098940084389
NUDT17	171.65069349868	80.7167146559718	142.645560266385	112.509224548179	75.161557052569	90.8912394668652	106.704163133996	136.471558022332	47.7569486640787	101.021859677958	0	174.813218111216	210.52982367843	151.090755474264	144.298668893413	104.311503851833	77.0302080569786
PIAS3	120.314021026442	135.095232401476	170.837866976358	207.847636481566	153.506772001847	134.751741034245	55.8379618342737	125.838224689001	141.237212389559	146.908744913651	0	156.08316784676	273.402610905088	129.121100360971	268.207297142708	190.93600955983	97.1314459594719
ANKRD35	101.554264927253	54.423003425397	69.9187316799549	228.572273773929	94.5093126678156	146.933853103211	0	96.9001313091899	15.9952477669722	82.6218597802841	0	100.709226088079	156.329963164682	178.467005474264	70.5325443863501	47.4482531173634	83.7360971222595
PEX11B	168.862159664093	238.512772267351	185.391321995914	268.294495996152	269.155145985576	174.576190454785	96.3123308890341	130.600284693361	155.723815507604	152.250063222367	0	260.077784428455	465.495521352849	338.071625039481	275.114629413394	248.234535358442	121.311322214543
RBM8A	Inf	Inf	Inf	Inf	Inf	Inf	470.48987741971	Inf	Inf	Inf	132.733333333333	Inf	Inf	Inf	Inf	Inf	Inf
LIX1L	155.247942430232	401.346106044224	145.915829554327	268.294495996152	287.74959043002	101.825248493897	245.131129426131	247.709653260428	224.094935966794	236.836145382035	41.0515463917526	266.751339159109	442.651059899341	298.118447781956	481.227392802331	195.593878572541	174.46798550318
POLR3GL	208.150592610867	370.215153217308	279.539498677989	445.238940440596	348.845622176052	188.643328102457	188.132734562567	241.388228691735	374.570545722892	277.871859667749	0	Inf	616.383021352853	298.118447781956	467.207539861155	350.327090177326	172.231662646336
TXNIP	309.258318981305	350.508804010954	244.894968585336	440.827175734714	288.988479318909	235.436694012302	125.250674777186	240.948646111143	558.728440459734	382.570021907798	0	680.342592313338	Inf	257.277422140931	Inf	216.85808748998	225.366740077116
NOTCH2NL	55.5614077844759	25.7100094679834	16.415978618248	77.4389404405962	82.2384793189113	51.878833009687	27.4720088760291	79.9782246890748	15.2807766677651	76.4946990529503	0	94.5248583228557	120.820521353893	0	56.5329422937461	63.2390430173995	0
